[1 ]  #SUP: 0.1218460117374887
[35 38 39 41 53 ]  #SUP: 0.012048808226280908
[35 38 39 41 62 ]  #SUP: 0.0046834826908157936
[35 38 39 41 62 63 ]  #SUP: 0.004608900305814415
[35 38 39 41 63 ]  #SUP: 0.004608900305814415
[35 38 39 41 49 ]  #SUP: 0.00651934016885932
[35 38 39 41 47 ]  #SUP: 0.0057481926604851605
[35 38 39 41 47 53 ]  #SUP: 0.0057481926604851605
[35 38 39 41 45 ]  #SUP: 0.005637152712479555
[35 38 39 41 45 49 ]  #SUP: 0.005637152712479555
[35 38 39 59 ]  #SUP: 0.006288455175879057
[35 38 39 59 62 ]  #SUP: 0.0046834826908157936
[35 38 39 59 62 63 ]  #SUP: 0.004608900305814415
[35 38 39 59 63 ]  #SUP: 0.004608900305814415
[35 38 39 44 ]  #SUP: 0.020205735598967222
[35 38 39 44 53 ]  #SUP: 0.006517273971291121
[35 38 39 44 49 ]  #SUP: 0.00651934016885932
[35 38 39 44 45 ]  #SUP: 0.005637152712479555
[35 38 39 44 45 49 ]  #SUP: 0.005637152712479555
[35 38 39 53 ]  #SUP: 0.012048808226280908
[35 38 39 51 ]  #SUP: 0.005446875394528779
[35 38 39 51 59 ]  #SUP: 0.005446875394528779
[35 38 39 51 59 62 ]  #SUP: 0.004608900305814415
[35 38 39 51 59 63 ]  #SUP: 0.004608900305814415
[35 38 39 51 62 ]  #SUP: 0.004608900305814415
[35 38 39 51 62 63 ]  #SUP: 0.004608900305814415
[35 38 39 51 63 ]  #SUP: 0.004608900305814415
[35 38 39 62 ]  #SUP: 0.0046834826908157936
[35 38 39 62 63 ]  #SUP: 0.004608900305814415
[35 38 39 63 ]  #SUP: 0.004608900305814415
[35 38 39 49 ]  #SUP: 0.00651934016885932
[35 38 39 47 ]  #SUP: 0.0057481926604851605
[35 38 39 47 53 ]  #SUP: 0.0057481926604851605
[35 38 39 45 ]  #SUP: 0.005637152712479555
[35 38 39 45 49 ]  #SUP: 0.005637152712479555
[35 38 59 ]  #SUP: 0.016346299551696874
[35 38 59 62 ]  #SUP: 0.010152470298087616
[35 38 59 62 63 ]  #SUP: 0.004608900305814415
[35 38 59 63 ]  #SUP: 0.004608900305814415
[35 38 59 60 ]  #SUP: 0.005644558849972817
[35 38 59 60 61 ]  #SUP: 0.005644558849972817
[35 38 59 60 61 62 ]  #SUP: 0.005644558849972817
[35 38 59 60 62 ]  #SUP: 0.005644558849972817
[35 38 59 61 ]  #SUP: 0.005644558849972817
[35 38 59 61 62 ]  #SUP: 0.005644558849972817
[35 38 44 ]  #SUP: 0.020205735598967222
[35 38 44 53 ]  #SUP: 0.006517273971291121
[35 38 44 49 ]  #SUP: 0.006527696378319617
[35 38 44 45 ]  #SUP: 0.005637152712479555
[35 38 44 45 49 ]  #SUP: 0.005637152712479555
[35 38 47 ]  #SUP: 0.010923438423254371
[35 38 47 59 ]  #SUP: 0.0053902335056088425
[35 38 47 53 ]  #SUP: 0.006514068965784868
[35 38 53 ]  #SUP: 0.01651108558587911
[35 38 51 ]  #SUP: 0.005446875394528779
[35 38 51 59 ]  #SUP: 0.005446875394528779
[35 38 51 59 62 ]  #SUP: 0.004608900305814415
[35 38 51 59 62 63 ]  #SUP: 0.004608900305814415
[35 38 51 59 63 ]  #SUP: 0.004608900305814415
[35 38 51 62 ]  #SUP: 0.004608900305814415
[35 38 51 62 63 ]  #SUP: 0.004608900305814415
[35 38 51 63 ]  #SUP: 0.004608900305814415
[35 38 49 ]  #SUP: 0.01206291016113252
[35 38 49 59 ]  #SUP: 0.006535720007625654
[35 38 49 59 60 ]  #SUP: 0.005644558849972817
[35 38 49 59 60 61 ]  #SUP: 0.005644558849972817
[35 38 49 59 60 61 62 ]  #SUP: 0.005644558849972817
[35 38 49 59 60 62 ]  #SUP: 0.005644558849972817
[35 38 49 59 61 ]  #SUP: 0.005644558849972817
[35 38 49 59 61 62 ]  #SUP: 0.005644558849972817
[35 38 49 59 62 ]  #SUP: 0.005644558849972817
[35 38 49 60 ]  #SUP: 0.005644558849972817
[35 38 49 60 61 ]  #SUP: 0.005644558849972817
[35 38 49 60 61 62 ]  #SUP: 0.005644558849972817
[35 38 49 60 62 ]  #SUP: 0.005644558849972817
[35 38 49 61 ]  #SUP: 0.005644558849972817
[35 38 49 61 62 ]  #SUP: 0.005644558849972817
[35 38 49 62 ]  #SUP: 0.005644558849972817
[35 38 62 ]  #SUP: 0.010152470298087616
[35 38 62 63 ]  #SUP: 0.004608900305814415
[35 38 63 ]  #SUP: 0.004608900305814415
[35 38 45 ]  #SUP: 0.005637152712479555
[35 38 45 49 ]  #SUP: 0.005637152712479555
[35 38 60 ]  #SUP: 0.005644558849972817
[35 38 60 61 ]  #SUP: 0.005644558849972817
[35 38 60 61 62 ]  #SUP: 0.005644558849972817
[35 38 60 62 ]  #SUP: 0.005644558849972817
[35 38 61 ]  #SUP: 0.005644558849972817
[35 38 61 62 ]  #SUP: 0.005644558849972817
[35 41 ]  #SUP: 0.08457195791178257
[35 41 43 ]  #SUP: 0.06822203591622127
[35 41 43 59 ]  #SUP: 0.010802729559423673
[35 41 43 59 62 ]  #SUP: 0.0046834826908157936
[35 41 43 59 62 63 ]  #SUP: 0.004608900305814415
[35 41 43 59 63 ]  #SUP: 0.004608900305814415
[35 41 43 45 ]  #SUP: 0.016379986688234635
[35 41 43 45 49 ]  #SUP: 0.005760917070595
[35 41 43 44 ]  #SUP: 0.020211095885838134
[35 41 43 44 53 ]  #SUP: 0.006517273971291121
[35 41 43 44 45 ]  #SUP: 0.006473587510866325
[35 41 43 44 45 49 ]  #SUP: 0.005760917070595
[35 41 43 44 49 ]  #SUP: 0.006669731885196865
[35 41 43 47 ]  #SUP: 0.010923438423254371
[35 41 43 47 59 ]  #SUP: 0.0053902335056088425
[35 41 43 47 53 ]  #SUP: 0.006514068965784868
[35 41 43 53 ]  #SUP: 0.014784295140642889
[35 41 43 51 ]  #SUP: 0.008182362308890759
[35 41 43 51 59 ]  #SUP: 0.005446875394528779
[35 41 43 51 59 62 ]  #SUP: 0.004608900305814415
[35 41 43 51 59 63 ]  #SUP: 0.004608900305814415
[35 41 43 51 62 ]  #SUP: 0.004608900305814415
[35 41 43 51 62 63 ]  #SUP: 0.004608900305814415
[35 41 43 51 63 ]  #SUP: 0.004608900305814415
[35 41 43 62 ]  #SUP: 0.0046834826908157936
[35 41 43 62 63 ]  #SUP: 0.004608900305814415
[35 41 43 63 ]  #SUP: 0.004608900305814415
[35 41 43 49 ]  #SUP: 0.006669731885196865
[35 41 45 ]  #SUP: 0.016379986688234635
[35 41 45 49 ]  #SUP: 0.005760917070595
[35 41 59 ]  #SUP: 0.010802729559423673
[35 41 59 62 ]  #SUP: 0.0046834826908157936
[35 41 59 62 63 ]  #SUP: 0.004608900305814415
[35 41 59 63 ]  #SUP: 0.004608900305814415
[35 41 44 ]  #SUP: 0.030271144006984083
[35 41 44 49 ]  #SUP: 0.011161345337161248
[35 41 44 53 ]  #SUP: 0.006517273971291121
[35 41 44 45 ]  #SUP: 0.006473587510866325
[35 41 44 45 49 ]  #SUP: 0.005760917070595
[35 41 47 ]  #SUP: 0.010923438423254371
[35 41 47 59 ]  #SUP: 0.0053902335056088425
[35 41 47 53 ]  #SUP: 0.006514068965784868
[35 41 53 ]  #SUP: 0.0192465725002411
[35 41 51 ]  #SUP: 0.008182362308890759
[35 41 51 59 ]  #SUP: 0.005446875394528779
[35 41 51 59 62 ]  #SUP: 0.004608900305814415
[35 41 51 59 62 63 ]  #SUP: 0.004608900305814415
[35 41 51 59 63 ]  #SUP: 0.004608900305814415
[35 41 51 62 ]  #SUP: 0.004608900305814415
[35 41 51 62 63 ]  #SUP: 0.004608900305814415
[35 41 51 63 ]  #SUP: 0.004608900305814415
[35 41 49 ]  #SUP: 0.011161345337161248
[35 41 62 ]  #SUP: 0.0046834826908157936
[35 41 62 63 ]  #SUP: 0.004608900305814415
[35 41 63 ]  #SUP: 0.004608900305814415
[35 43 ]  #SUP: 0.07918547915868762
[35 43 45 ]  #SUP: 0.016379986688234635
[35 43 45 49 ]  #SUP: 0.005760917070595
[35 43 59 ]  #SUP: 0.016346299551696874
[35 43 59 62 ]  #SUP: 0.010152470298087616
[35 43 59 62 63 ]  #SUP: 0.004608900305814415
[35 43 59 63 ]  #SUP: 0.004608900305814415
[35 43 59 60 ]  #SUP: 0.005644558849972817
[35 43 59 60 61 ]  #SUP: 0.005644558849972817
[35 43 59 60 61 62 ]  #SUP: 0.005644558849972817
[35 43 59 60 62 ]  #SUP: 0.005644558849972817
[35 43 59 61 ]  #SUP: 0.005644558849972817
[35 43 59 61 62 ]  #SUP: 0.005644558849972817
[35 43 44 ]  #SUP: 0.020211095885838134
[35 43 44 53 ]  #SUP: 0.006517273971291121
[35 43 44 45 ]  #SUP: 0.006473587510866325
[35 43 44 45 49 ]  #SUP: 0.005760917070595
[35 43 44 49 ]  #SUP: 0.006669731885196865
[35 43 47 ]  #SUP: 0.010923438423254371
[35 43 47 59 ]  #SUP: 0.0053902335056088425
[35 43 47 53 ]  #SUP: 0.006514068965784868
[35 43 51 ]  #SUP: 0.008182362308890759
[35 43 51 59 ]  #SUP: 0.005446875394528779
[35 43 51 59 62 ]  #SUP: 0.004608900305814415
[35 43 51 59 62 63 ]  #SUP: 0.004608900305814415
[35 43 51 59 63 ]  #SUP: 0.004608900305814415
[35 43 51 62 ]  #SUP: 0.004608900305814415
[35 43 51 62 63 ]  #SUP: 0.004608900305814415
[35 43 51 63 ]  #SUP: 0.004608900305814415
[35 43 53 ]  #SUP: 0.014784295140642889
[35 43 49 ]  #SUP: 0.01206291016113252
[35 43 49 59 ]  #SUP: 0.006535720007625654
[35 43 49 59 60 ]  #SUP: 0.005644558849972817
[35 43 49 59 60 61 ]  #SUP: 0.005644558849972817
[35 43 49 59 60 61 62 ]  #SUP: 0.005644558849972817
[35 43 49 59 60 62 ]  #SUP: 0.005644558849972817
[35 43 49 59 61 ]  #SUP: 0.005644558849972817
[35 43 49 59 61 62 ]  #SUP: 0.005644558849972817
[35 43 49 59 62 ]  #SUP: 0.005644558849972817
[35 43 49 60 ]  #SUP: 0.005644558849972817
[35 43 49 60 61 ]  #SUP: 0.005644558849972817
[35 43 49 60 61 62 ]  #SUP: 0.005644558849972817
[35 43 49 60 62 ]  #SUP: 0.005644558849972817
[35 43 49 61 ]  #SUP: 0.005644558849972817
[35 43 49 61 62 ]  #SUP: 0.005644558849972817
[35 43 49 62 ]  #SUP: 0.005644558849972817
[35 43 62 ]  #SUP: 0.010152470298087616
[35 43 62 63 ]  #SUP: 0.004608900305814415
[35 43 63 ]  #SUP: 0.004608900305814415
[35 43 60 ]  #SUP: 0.005644558849972817
[35 43 60 61 ]  #SUP: 0.005644558849972817
[35 43 60 61 62 ]  #SUP: 0.005644558849972817
[35 43 60 62 ]  #SUP: 0.005644558849972817
[35 43 61 ]  #SUP: 0.005644558849972817
[35 43 61 62 ]  #SUP: 0.005644558849972817
[35 47 ]  #SUP: 0.010923438423254371
[35 47 59 ]  #SUP: 0.0053902335056088425
[35 47 53 ]  #SUP: 0.006514068965784868
[35 59 ]  #SUP: 0.016346299551696874
[35 59 62 ]  #SUP: 0.010152470298087616
[35 59 62 63 ]  #SUP: 0.004608900305814415
[35 59 63 ]  #SUP: 0.004608900305814415
[35 59 60 ]  #SUP: 0.005644558849972817
[35 59 60 61 ]  #SUP: 0.005644558849972817
[35 59 60 61 62 ]  #SUP: 0.005644558849972817
[35 59 60 62 ]  #SUP: 0.005644558849972817
[35 59 61 ]  #SUP: 0.005644558849972817
[35 59 61 62 ]  #SUP: 0.005644558849972817
[35 39 ]  #SUP: 0.06469976392712301
[35 39 41 ]  #SUP: 0.05477093255671418
[35 39 41 43 ]  #SUP: 0.04923926155656795
[35 39 41 43 45 ]  #SUP: 0.016379986688234635
[35 39 41 43 45 49 ]  #SUP: 0.005760917070595
[35 39 41 43 44 ]  #SUP: 0.020205735598967222
[35 39 41 43 44 53 ]  #SUP: 0.006517273971291121
[35 39 41 43 44 45 ]  #SUP: 0.006473587510866325
[35 39 41 43 44 45 49 ]  #SUP: 0.005760917070595
[35 39 41 43 44 49 ]  #SUP: 0.00651934016885932
[35 39 41 43 53 ]  #SUP: 0.014784295140642889
[35 39 41 43 51 ]  #SUP: 0.008182362308890759
[35 39 41 43 51 59 ]  #SUP: 0.005446875394528779
[35 39 41 43 51 62 ]  #SUP: 0.004608900305814415
[35 39 41 43 51 63 ]  #SUP: 0.004608900305814415
[35 39 41 43 59 ]  #SUP: 0.006288455175879057
[35 39 41 43 59 62 ]  #SUP: 0.0046834826908157936
[35 39 41 43 59 63 ]  #SUP: 0.004608900305814415
[35 39 41 43 62 ]  #SUP: 0.0046834826908157936
[35 39 41 43 62 63 ]  #SUP: 0.004608900305814415
[35 39 41 43 63 ]  #SUP: 0.004608900305814415
[35 39 41 43 49 ]  #SUP: 0.00651934016885932
[35 39 41 43 47 ]  #SUP: 0.0057481926604851605
[35 39 41 43 47 53 ]  #SUP: 0.0057481926604851605
[35 39 41 45 ]  #SUP: 0.016379986688234635
[35 39 41 45 49 ]  #SUP: 0.005760917070595
[35 39 41 59 ]  #SUP: 0.006288455175879057
[35 39 41 59 62 ]  #SUP: 0.0046834826908157936
[35 39 41 59 62 63 ]  #SUP: 0.004608900305814415
[35 39 41 59 63 ]  #SUP: 0.004608900305814415
[35 39 41 44 ]  #SUP: 0.025737406599113447
[35 39 41 44 49 ]  #SUP: 0.011161345337161248
[35 39 41 44 53 ]  #SUP: 0.006517273971291121
[35 39 41 44 45 ]  #SUP: 0.006473587510866325
[35 39 41 44 45 49 ]  #SUP: 0.005760917070595
[35 39 41 53 ]  #SUP: 0.014784295140642889
[35 39 41 51 ]  #SUP: 0.008182362308890759
[35 39 41 51 59 ]  #SUP: 0.005446875394528779
[35 39 41 51 59 62 ]  #SUP: 0.004608900305814415
[35 39 41 51 59 63 ]  #SUP: 0.004608900305814415
[35 39 41 51 62 ]  #SUP: 0.004608900305814415
[35 39 41 51 62 63 ]  #SUP: 0.004608900305814415
[35 39 41 51 63 ]  #SUP: 0.004608900305814415
[35 39 41 62 ]  #SUP: 0.0046834826908157936
[35 39 41 62 63 ]  #SUP: 0.004608900305814415
[35 39 41 63 ]  #SUP: 0.004608900305814415
[35 39 41 49 ]  #SUP: 0.011161345337161248
[35 39 41 47 ]  #SUP: 0.0057481926604851605
[35 39 41 47 53 ]  #SUP: 0.0057481926604851605
[35 39 43 ]  #SUP: 0.05465913480676109
[35 39 43 45 ]  #SUP: 0.016379986688234635
[35 39 43 45 49 ]  #SUP: 0.005760917070595
[35 39 43 59 ]  #SUP: 0.006288455175879057
[35 39 43 59 62 ]  #SUP: 0.0046834826908157936
[35 39 43 59 62 63 ]  #SUP: 0.004608900305814415
[35 39 43 59 63 ]  #SUP: 0.004608900305814415
[35 39 43 44 ]  #SUP: 0.020205735598967222
[35 39 43 44 53 ]  #SUP: 0.006517273971291121
[35 39 43 44 45 ]  #SUP: 0.006473587510866325
[35 39 43 44 45 49 ]  #SUP: 0.005760917070595
[35 39 43 44 49 ]  #SUP: 0.00651934016885932
[35 39 43 53 ]  #SUP: 0.014784295140642889
[35 39 43 51 ]  #SUP: 0.008182362308890759
[35 39 43 51 59 ]  #SUP: 0.005446875394528779
[35 39 43 51 59 62 ]  #SUP: 0.004608900305814415
[35 39 43 51 59 63 ]  #SUP: 0.004608900305814415
[35 39 43 51 62 ]  #SUP: 0.004608900305814415
[35 39 43 51 62 63 ]  #SUP: 0.004608900305814415
[35 39 43 51 63 ]  #SUP: 0.004608900305814415
[35 39 43 62 ]  #SUP: 0.0046834826908157936
[35 39 43 62 63 ]  #SUP: 0.004608900305814415
[35 39 43 63 ]  #SUP: 0.004608900305814415
[35 39 43 49 ]  #SUP: 0.00651934016885932
[35 39 43 47 ]  #SUP: 0.0057481926604851605
[35 39 43 47 53 ]  #SUP: 0.0057481926604851605
[35 39 45 ]  #SUP: 0.016379986688234635
[35 39 45 49 ]  #SUP: 0.005760917070595
[35 39 59 ]  #SUP: 0.006288455175879057
[35 39 59 62 ]  #SUP: 0.0046834826908157936
[35 39 59 62 63 ]  #SUP: 0.004608900305814415
[35 39 59 63 ]  #SUP: 0.004608900305814415
[35 39 44 ]  #SUP: 0.025737406599113447
[35 39 44 49 ]  #SUP: 0.011161345337161248
[35 39 44 53 ]  #SUP: 0.006517273971291121
[35 39 44 45 ]  #SUP: 0.006473587510866325
[35 39 44 45 49 ]  #SUP: 0.005760917070595
[35 39 51 ]  #SUP: 0.008182362308890759
[35 39 51 59 ]  #SUP: 0.005446875394528779
[35 39 51 59 62 ]  #SUP: 0.004608900305814415
[35 39 51 59 62 63 ]  #SUP: 0.004608900305814415
[35 39 51 59 63 ]  #SUP: 0.004608900305814415
[35 39 51 62 ]  #SUP: 0.004608900305814415
[35 39 51 62 63 ]  #SUP: 0.004608900305814415
[35 39 51 63 ]  #SUP: 0.004608900305814415
[35 39 53 ]  #SUP: 0.014784295140642889
[35 39 49 ]  #SUP: 0.011161345337161248
[35 39 62 ]  #SUP: 0.0046834826908157936
[35 39 62 63 ]  #SUP: 0.004608900305814415
[35 39 63 ]  #SUP: 0.004608900305814415
[35 39 47 ]  #SUP: 0.0057481926604851605
[35 39 47 53 ]  #SUP: 0.0057481926604851605
[35 45 ]  #SUP: 0.016379986688234635
[35 45 49 ]  #SUP: 0.005760917070595
[35 44 ]  #SUP: 0.030271144006984083
[35 44 53 ]  #SUP: 0.006517273971291121
[35 44 45 ]  #SUP: 0.006473587510866325
[35 44 45 49 ]  #SUP: 0.005760917070595
[35 44 49 ]  #SUP: 0.011161345337161248
[35 53 ]  #SUP: 0.0192465725002411
[35 51 ]  #SUP: 0.008182362308890759
[35 51 59 ]  #SUP: 0.005446875394528779
[35 51 59 62 ]  #SUP: 0.004608900305814415
[35 51 59 62 63 ]  #SUP: 0.004608900305814415
[35 51 59 63 ]  #SUP: 0.004608900305814415
[35 51 62 ]  #SUP: 0.004608900305814415
[35 51 62 63 ]  #SUP: 0.004608900305814415
[35 51 63 ]  #SUP: 0.004608900305814415
[35 37 ]  #SUP: 0.0045089581202156686
[35 37 38 ]  #SUP: 0.0045089581202156686
[35 37 38 39 ]  #SUP: 0.0045089581202156686
[35 37 39 ]  #SUP: 0.0045089581202156686
[35 62 ]  #SUP: 0.010152470298087616
[35 62 63 ]  #SUP: 0.004608900305814415
[35 63 ]  #SUP: 0.004608900305814415
[35 49 ]  #SUP: 0.016704915329434456
[35 49 59 ]  #SUP: 0.006535720007625654
[35 49 59 60 ]  #SUP: 0.005644558849972817
[35 49 59 60 61 ]  #SUP: 0.005644558849972817
[35 49 59 60 61 62 ]  #SUP: 0.005644558849972817
[35 49 59 60 62 ]  #SUP: 0.005644558849972817
[35 49 59 61 ]  #SUP: 0.005644558849972817
[35 49 59 61 62 ]  #SUP: 0.005644558849972817
[35 49 59 62 ]  #SUP: 0.005644558849972817
[35 49 60 ]  #SUP: 0.005644558849972817
[35 49 60 61 ]  #SUP: 0.005644558849972817
[35 49 60 61 62 ]  #SUP: 0.005644558849972817
[35 49 60 62 ]  #SUP: 0.005644558849972817
[35 49 61 ]  #SUP: 0.005644558849972817
[35 49 61 62 ]  #SUP: 0.005644558849972817
[35 49 62 ]  #SUP: 0.005644558849972817
[35 60 ]  #SUP: 0.005644558849972817
[35 60 61 ]  #SUP: 0.005644558849972817
[35 60 61 62 ]  #SUP: 0.005644558849972817
[35 60 62 ]  #SUP: 0.005644558849972817
[35 61 ]  #SUP: 0.005644558849972817
[35 61 62 ]  #SUP: 0.005644558849972817
[36 ]  #SUP: 0.02082568973653084
[36 39 ]  #SUP: 0.009897263143211018
[36 38 ]  #SUP: 0.01995009483988027
[36 38 39 ]  #SUP: 0.009897263143211018
[36 38 41 ]  #SUP: 0.005401083361260014
[36 38 41 43 ]  #SUP: 0.005401083361260014
[36 38 41 43 47 ]  #SUP: 0.0053902335056088425
[36 38 41 43 47 59 ]  #SUP: 0.0053902335056088425
[36 38 41 43 59 ]  #SUP: 0.0053902335056088425
[36 38 41 47 ]  #SUP: 0.0053902335056088425
[36 38 41 47 59 ]  #SUP: 0.0053902335056088425
[36 38 41 59 ]  #SUP: 0.0053902335056088425
[36 38 43 ]  #SUP: 0.010939276448971
[36 38 43 47 ]  #SUP: 0.0053902335056088425
[36 38 43 47 59 ]  #SUP: 0.0053902335056088425
[36 38 43 59 ]  #SUP: 0.0053902335056088425
[36 38 47 ]  #SUP: 0.0053902335056088425
[36 38 47 59 ]  #SUP: 0.0053902335056088425
[36 38 59 ]  #SUP: 0.0053902335056088425
[36 41 ]  #SUP: 0.005401083361260014
[36 41 43 ]  #SUP: 0.005401083361260014
[36 41 43 47 ]  #SUP: 0.0053902335056088425
[36 41 43 47 59 ]  #SUP: 0.0053902335056088425
[36 41 43 59 ]  #SUP: 0.0053902335056088425
[36 41 47 ]  #SUP: 0.0053902335056088425
[36 41 47 59 ]  #SUP: 0.0053902335056088425
[36 41 59 ]  #SUP: 0.0053902335056088425
[36 43 ]  #SUP: 0.010939276448971
[36 43 47 ]  #SUP: 0.0053902335056088425
[36 43 47 59 ]  #SUP: 0.0053902335056088425
[36 43 59 ]  #SUP: 0.0053902335056088425
[36 47 ]  #SUP: 0.0053902335056088425
[36 47 59 ]  #SUP: 0.0053902335056088425
[36 59 ]  #SUP: 0.0053902335056088425
[36 37 ]  #SUP: 0.0045089581202156686
[36 37 38 ]  #SUP: 0.0045089581202156686
[36 37 38 39 ]  #SUP: 0.0045089581202156686
[36 37 39 ]  #SUP: 0.0045089581202156686
[37 ]  #SUP: 0.0045089581202156686
[37 38 ]  #SUP: 0.0045089581202156686
[37 38 39 ]  #SUP: 0.0045089581202156686
[37 39 ]  #SUP: 0.0045089581202156686
[39 ]  #SUP: 0.11656984757132653
[39 41 ]  #SUP: 0.0958787078803453
[39 41 43 ]  #SUP: 0.07666395383057764
[39 41 43 59 ]  #SUP: 0.010832420231825764
[39 41 43 59 62 ]  #SUP: 0.0046834826908157936
[39 41 43 59 62 63 ]  #SUP: 0.0046834826908157936
[39 41 43 59 63 ]  #SUP: 0.0046834826908157936
[39 41 43 44 ]  #SUP: 0.02473097497571793
[39 41 43 44 53 ]  #SUP: 0.006517273971291121
[39 41 43 44 45 ]  #SUP: 0.006473587510866325
[39 41 43 44 45 49 ]  #SUP: 0.005760917070595
[39 41 43 44 49 ]  #SUP: 0.00651934016885932
[39 41 43 45 ]  #SUP: 0.02192201988959799
[39 41 43 45 53 ]  #SUP: 0.006532509888501102
[39 41 43 45 53 63 ]  #SUP: 0.006505799637491346
[39 41 43 45 53 56 ]  #SUP: 0.005765411619905876
[39 41 43 45 53 56 63 ]  #SUP: 0.005765411619905876
[39 41 43 45 63 ]  #SUP: 0.006505799637491346
[39 41 43 45 49 ]  #SUP: 0.005760917070595
[39 41 43 45 56 ]  #SUP: 0.005765411619905876
[39 41 43 45 56 63 ]  #SUP: 0.005765411619905876
[39 41 43 53 ]  #SUP: 0.024765388471877845
[39 41 43 53 56 ]  #SUP: 0.010961957379374282
[39 41 43 53 56 59 ]  #SUP: 0.005419924178010932
[39 41 43 53 56 63 ]  #SUP: 0.006505799637491346
[39 41 43 53 59 ]  #SUP: 0.005419924178010932
[39 41 43 53 63 ]  #SUP: 0.006505799637491346
[39 41 43 46 ]  #SUP: 0.010956581965399913
[39 41 43 46 53 ]  #SUP: 0.005419924178010932
[39 41 43 46 53 56 ]  #SUP: 0.005419924178010932
[39 41 43 46 53 56 59 ]  #SUP: 0.005419924178010932
[39 41 43 46 53 59 ]  #SUP: 0.005419924178010932
[39 41 43 46 56 ]  #SUP: 0.005419924178010932
[39 41 43 46 56 59 ]  #SUP: 0.005419924178010932
[39 41 43 46 59 ]  #SUP: 0.005419924178010932
[39 41 43 56 ]  #SUP: 0.010961957379374282
[39 41 43 56 59 ]  #SUP: 0.005419924178010932
[39 41 43 56 63 ]  #SUP: 0.006505799637491346
[39 41 43 51 ]  #SUP: 0.008182362308890759
[39 41 43 51 59 ]  #SUP: 0.005446875394528779
[39 41 43 51 59 62 ]  #SUP: 0.004608900305814415
[39 41 43 51 59 63 ]  #SUP: 0.004608900305814415
[39 41 43 51 62 ]  #SUP: 0.004608900305814415
[39 41 43 51 62 63 ]  #SUP: 0.004608900305814415
[39 41 43 51 63 ]  #SUP: 0.004608900305814415
[39 41 43 63 ]  #SUP: 0.010150933507177768
[39 41 43 62 ]  #SUP: 0.0046834826908157936
[39 41 43 62 63 ]  #SUP: 0.0046834826908157936
[39 41 43 47 ]  #SUP: 0.011173141560663373
[39 41 43 47 53 ]  #SUP: 0.0057481926604851605
[39 41 43 47 48 ]  #SUP: 0.00565419450655404
[39 41 43 47 48 55 ]  #SUP: 0.00565419450655404
[39 41 43 47 55 ]  #SUP: 0.00565419450655404
[39 41 43 49 ]  #SUP: 0.00651934016885932
[39 41 43 48 ]  #SUP: 0.00565419450655404
[39 41 43 48 55 ]  #SUP: 0.00565419450655404
[39 41 43 55 ]  #SUP: 0.00565419450655404
[39 41 45 ]  #SUP: 0.02192201988959799
[39 41 45 53 ]  #SUP: 0.006532509888501102
[39 41 45 53 63 ]  #SUP: 0.006505799637491346
[39 41 45 53 56 ]  #SUP: 0.005765411619905876
[39 41 45 53 56 63 ]  #SUP: 0.005765411619905876
[39 41 45 63 ]  #SUP: 0.006505799637491346
[39 41 45 49 ]  #SUP: 0.005760917070595
[39 41 45 56 ]  #SUP: 0.005765411619905876
[39 41 45 56 63 ]  #SUP: 0.005765411619905876
[39 41 59 ]  #SUP: 0.010832420231825764
[39 41 59 62 ]  #SUP: 0.0046834826908157936
[39 41 59 62 63 ]  #SUP: 0.0046834826908157936
[39 41 59 63 ]  #SUP: 0.0046834826908157936
[39 41 44 ]  #SUP: 0.030262645975864158
[39 41 44 49 ]  #SUP: 0.011161345337161248
[39 41 44 53 ]  #SUP: 0.006517273971291121
[39 41 44 45 ]  #SUP: 0.006473587510866325
[39 41 44 45 49 ]  #SUP: 0.005760917070595
[39 41 46 ]  #SUP: 0.016503611295503887
[39 41 46 53 ]  #SUP: 0.005419924178010932
[39 41 46 53 56 ]  #SUP: 0.005419924178010932
[39 41 46 53 56 59 ]  #SUP: 0.005419924178010932
[39 41 46 53 59 ]  #SUP: 0.005419924178010932
[39 41 46 56 ]  #SUP: 0.005419924178010932
[39 41 46 56 59 ]  #SUP: 0.005419924178010932
[39 41 46 59 ]  #SUP: 0.005419924178010932
[39 41 46 62 ]  #SUP: 0.006485032959592825
[39 41 46 62 65 ]  #SUP: 0.005651228764316356
[39 41 46 60 ]  #SUP: 0.005651228764316356
[39 41 46 60 62 ]  #SUP: 0.005651228764316356
[39 41 46 60 62 65 ]  #SUP: 0.005651228764316356
[39 41 46 60 65 ]  #SUP: 0.005651228764316356
[39 41 46 65 ]  #SUP: 0.005651228764316356
[39 41 53 ]  #SUP: 0.024765388471877845
[39 41 53 56 ]  #SUP: 0.010961957379374282
[39 41 53 56 59 ]  #SUP: 0.005419924178010932
[39 41 53 56 63 ]  #SUP: 0.006505799637491346
[39 41 53 59 ]  #SUP: 0.005419924178010932
[39 41 53 63 ]  #SUP: 0.006505799637491346
[39 41 56 ]  #SUP: 0.010961957379374282
[39 41 56 59 ]  #SUP: 0.005419924178010932
[39 41 56 63 ]  #SUP: 0.006505799637491346
[39 41 51 ]  #SUP: 0.008182362308890759
[39 41 51 59 ]  #SUP: 0.005446875394528779
[39 41 51 59 62 ]  #SUP: 0.004608900305814415
[39 41 51 59 62 63 ]  #SUP: 0.004608900305814415
[39 41 51 59 63 ]  #SUP: 0.004608900305814415
[39 41 51 62 ]  #SUP: 0.004608900305814415
